title,url,time_published,overall_sentiment_score,overall_sentiment_label,relevance_score,topic_Earnings_relevance,topic_Earnings_sentiment_label,topic_Technology_relevance,topic_Technology_sentiment_label,topic_Manufacturing_relevance,topic_Manufacturing_sentiment_label,ticker,ticker_sentiment_score,ticker_sentiment_label,ticker_relevance_score,topic_Financial Markets_relevance,topic_Financial Markets_sentiment_label,topic_Economy - Monetary_relevance,topic_Economy - Monetary_sentiment_label,topic_Finance_relevance,topic_Finance_sentiment_label,topic_Economy - Fiscal_relevance,topic_Economy - Fiscal_sentiment_label,topic_Economy - Macro_relevance,topic_Economy - Macro_sentiment_label,topic_Energy & Transportation_relevance,topic_Energy & Transportation_sentiment_label,topic_Retail & Wholesale_relevance,topic_Retail & Wholesale_sentiment_label,topic_Life Sciences_relevance,topic_Life Sciences_sentiment_label,topic_Real Estate & Construction_relevance,topic_Real Estate & Construction_sentiment_label
"China's DeepSeek AI Rattles Tech Stocks, Analyst Ives Says Market Plunge 'Golden Buying Opportunity' - Alphabet  ( NASDAQ:GOOG ) , Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/analyst-ratings/analyst-color/25/01/43236579/chinas-deepseek-ai-rattles-tech-stocks,20250127T151804,0.142812,Neutral,,0.158519,Somewhat-Bullish,0.5,Bullish,0.5,Bullish,MSFT,0.03706,Neutral,0.179788,,,,,,,,,,,,,,,,,,
"China's DeepSeek AI Rattles Tech Stocks, Analyst Ives Says Market Plunge 'Golden Buying Opportunity' - Alphabet  ( NASDAQ:GOOG ) , Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/analyst-ratings/analyst-color/25/01/43236579/chinas-deepseek-ai-rattles-tech-stocks,20250127T151804,0.142812,Neutral,,0.158519,Somewhat-Bullish,0.5,Bullish,0.5,Bullish,GOOG,0.03706,Neutral,0.179788,,,,,,,,,,,,,,,,,,
"China's DeepSeek AI Rattles Tech Stocks, Analyst Ives Says Market Plunge 'Golden Buying Opportunity' - Alphabet  ( NASDAQ:GOOG ) , Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/analyst-ratings/analyst-color/25/01/43236579/chinas-deepseek-ai-rattles-tech-stocks,20250127T151804,0.142812,Neutral,,0.158519,Somewhat-Bullish,0.5,Bullish,0.5,Bullish,META,0.178695,Somewhat-Bullish,0.179788,,,,,,,,,,,,,,,,,,
"China's DeepSeek AI Rattles Tech Stocks, Analyst Ives Says Market Plunge 'Golden Buying Opportunity' - Alphabet  ( NASDAQ:GOOG ) , Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/analyst-ratings/analyst-color/25/01/43236579/chinas-deepseek-ai-rattles-tech-stocks,20250127T151804,0.142812,Neutral,,0.158519,Somewhat-Bullish,0.5,Bullish,0.5,Bullish,NVDA,0.076874,Neutral,0.430088,,,,,,,,,,,,,,,,,,
"China's DeepSeek AI Rattles Tech Stocks, Analyst Ives Says Market Plunge 'Golden Buying Opportunity' - Alphabet  ( NASDAQ:GOOG ) , Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/analyst-ratings/analyst-color/25/01/43236579/chinas-deepseek-ai-rattles-tech-stocks,20250127T151804,0.142812,Neutral,,0.158519,Somewhat-Bullish,0.5,Bullish,0.5,Bullish,AAPL,0.178695,Somewhat-Bullish,0.179788,,,,,,,,,,,,,,,,,,
"Comparing Apple With Industry Competitors In Technology Hardware, Storage & Peripherals Industry - Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/insights/news/25/01/43235232/comparing-apple-with-industry-competitors-in-technology-hardware-storage-amp-peripherals-industry,20250127T150104,0.27885,Somewhat-Bullish,,0.95493,Bullish,1.0,Bullish,,,AAPL,0.3773,Bullish,0.512373,0.54554,Bullish,,,,,,,,,,,,,,,,
"Stock Market News for Jan 27, 2025",https://www.zacks.com/stock/news/2403782/stock-market-news-for-jan-27-2025,20250127T144100,-0.069874,Neutral,,0.158519,Somewhat-Bullish,0.5,Bullish,0.5,Bullish,NVDA,0.060586,Neutral,0.215574,,,0.158519,Somewhat-Bullish,,,,,,,,,,,,,,
"Stock Market News for Jan 27, 2025",https://www.zacks.com/stock/news/2403782/stock-market-news-for-jan-27-2025,20250127T144100,-0.069874,Neutral,,0.158519,Somewhat-Bullish,0.5,Bullish,0.5,Bullish,AAPL,0.045671,Neutral,0.144708,,,0.158519,Somewhat-Bullish,,,,,,,,,,,,,,
Unveiling Apple  ( AAPL )  Q1 Outlook: Wall Street Estimates for Key Metrics,https://www.zacks.com/stock/news/2403723/unveiling-apple-aapl-q1-outlook-wall-street-estimates-for-key-metrics,20250127T141504,0.122646,Neutral,,0.999995,Bullish,1.0,Bullish,,,AAPL,0.22533,Somewhat-Bullish,0.360752,0.161647,Somewhat-Bullish,,,,,,,,,,,,,,,,
"Meta Wants To Leverage TikTok Ban Threat to Promote Instagram On Other Social Media, Offers Cash Deals - Meta Platforms  ( NASDAQ:META ) ",https://www.benzinga.com/25/01/43230011/meta-leverages-tiktok-ban-threats-to-boost-instagram-offering-creators-cash-deals,20250127T132424,0.147775,Neutral,,0.310843,Somewhat-Bullish,1.0,Bullish,,,GOOG,0.117249,Neutral,0.353059,0.989041,Bullish,,,,,,,,,,,,,,,,
"Meta Wants To Leverage TikTok Ban Threat to Promote Instagram On Other Social Media, Offers Cash Deals - Meta Platforms  ( NASDAQ:META ) ",https://www.benzinga.com/25/01/43230011/meta-leverages-tiktok-ban-threats-to-boost-instagram-offering-creators-cash-deals,20250127T132424,0.147775,Neutral,,0.310843,Somewhat-Bullish,1.0,Bullish,,,META,0.194539,Somewhat-Bullish,0.353059,0.989041,Bullish,,,,,,,,,,,,,,,,
"Meta Wants To Leverage TikTok Ban Threat to Promote Instagram On Other Social Media, Offers Cash Deals - Meta Platforms  ( NASDAQ:META ) ",https://www.benzinga.com/25/01/43230011/meta-leverages-tiktok-ban-threats-to-boost-instagram-offering-creators-cash-deals,20250127T132424,0.147775,Neutral,,0.310843,Somewhat-Bullish,1.0,Bullish,,,ORCL,-0.09212,Neutral,0.121343,0.989041,Bullish,,,,,,,,,,,,,,,,
"Meta Wants To Leverage TikTok Ban Threat to Promote Instagram On Other Social Media, Offers Cash Deals - Meta Platforms  ( NASDAQ:META ) ",https://www.benzinga.com/25/01/43230011/meta-leverages-tiktok-ban-threats-to-boost-instagram-offering-creators-cash-deals,20250127T132424,0.147775,Neutral,,0.310843,Somewhat-Bullish,1.0,Bullish,,,AAPL,-0.157431,Somewhat-Bearish,0.121343,0.989041,Bullish,,,,,,,,,,,,,,,,
"Meta Wants To Leverage TikTok Ban Threat to Promote Instagram On Other Social Media, Offers Cash Deals - Meta Platforms  ( NASDAQ:META ) ",https://www.benzinga.com/25/01/43230011/meta-leverages-tiktok-ban-threats-to-boost-instagram-offering-creators-cash-deals,20250127T132424,0.147775,Neutral,,0.310843,Somewhat-Bullish,1.0,Bullish,,,SNAP,0.190658,Somewhat-Bullish,0.121343,0.989041,Bullish,,,,,,,,,,,,,,,,
3 Artificial Intelligence  ( AI )  Stocks That Could Deliver Stunning Returns This Year,https://www.fool.com/investing/2025/01/27/3-artificial-intelligence-ai-stocks-that-could-del/,20250127T124500,0.244813,Somewhat-Bullish,,0.99676,Bullish,0.5,Bullish,0.5,Bullish,GOOG,0.158757,Somewhat-Bullish,0.283542,0.962106,Bullish,,,,,,,,,,,,,,,,
3 Artificial Intelligence  ( AI )  Stocks That Could Deliver Stunning Returns This Year,https://www.fool.com/investing/2025/01/27/3-artificial-intelligence-ai-stocks-that-could-del/,20250127T124500,0.244813,Somewhat-Bullish,,0.99676,Bullish,0.5,Bullish,0.5,Bullish,NVDA,0.2337,Somewhat-Bullish,0.337044,0.962106,Bullish,,,,,,,,,,,,,,,,
3 Artificial Intelligence  ( AI )  Stocks That Could Deliver Stunning Returns This Year,https://www.fool.com/investing/2025/01/27/3-artificial-intelligence-ai-stocks-that-could-del/,20250127T124500,0.244813,Somewhat-Bullish,,0.99676,Bullish,0.5,Bullish,0.5,Bullish,AAPL,0.217004,Somewhat-Bullish,0.057907,0.962106,Bullish,,,,,,,,,,,,,,,,
3 Artificial Intelligence  ( AI )  Stocks That Could Deliver Stunning Returns This Year,https://www.fool.com/investing/2025/01/27/3-artificial-intelligence-ai-stocks-that-could-del/,20250127T124500,0.244813,Somewhat-Bullish,,0.99676,Bullish,0.5,Bullish,0.5,Bullish,TSM,-0.085735,Neutral,0.115509,0.962106,Bullish,,,,,,,,,,,,,,,,
Nvidia Stock Is Up Over 900% Since 2023. Here's Why It's Still a Screaming Buy.,https://www.fool.com/investing/2025/01/27/nvidia-stock-is-up-over-800-since-2023/,20250127T121500,0.155824,Somewhat-Bullish,,0.917436,Bullish,0.5,Bullish,0.5,Bullish,MSFT,0.246186,Somewhat-Bullish,0.07157,0.365926,Bullish,,,,,,,,,,,,,,,,
Nvidia Stock Is Up Over 900% Since 2023. Here's Why It's Still a Screaming Buy.,https://www.fool.com/investing/2025/01/27/nvidia-stock-is-up-over-800-since-2023/,20250127T121500,0.155824,Somewhat-Bullish,,0.917436,Bullish,0.5,Bullish,0.5,Bullish,META,0.040327,Neutral,0.07157,0.365926,Bullish,,,,,,,,,,,,,,,,
Nvidia Stock Is Up Over 900% Since 2023. Here's Why It's Still a Screaming Buy.,https://www.fool.com/investing/2025/01/27/nvidia-stock-is-up-over-800-since-2023/,20250127T121500,0.155824,Somewhat-Bullish,,0.917436,Bullish,0.5,Bullish,0.5,Bullish,NVDA,0.266512,Somewhat-Bullish,0.822118,0.365926,Bullish,,,,,,,,,,,,,,,,
Nvidia Stock Is Up Over 900% Since 2023. Here's Why It's Still a Screaming Buy.,https://www.fool.com/investing/2025/01/27/nvidia-stock-is-up-over-800-since-2023/,20250127T121500,0.155824,Somewhat-Bullish,,0.917436,Bullish,0.5,Bullish,0.5,Bullish,AAPL,0.246186,Somewhat-Bullish,0.07157,0.365926,Bullish,,,,,,,,,,,,,,,,
"US Stock Futures Tumble As DeepSeek Buzz Jolts Big Tech: Expert Says The Chinese AI Model Is Yet To Prove Its Viability At Lower Cost In Long Term - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/25/01/43223697/us-stock-futures-tumble-as-deepseek-buzz-jolts-big-tech-expert-says-the-ai-model-is-yet-to-prove-its-viability-at,20250127T114436,0.076407,Neutral,,0.999986,Bullish,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,GOOG,-0.009563,Neutral,0.123052,0.99393,Bullish,0.682689,Bullish,0.333333,Somewhat-Bullish,0.310843,Somewhat-Bullish,0.158519,Somewhat-Bullish,,,,,,,,
"US Stock Futures Tumble As DeepSeek Buzz Jolts Big Tech: Expert Says The Chinese AI Model Is Yet To Prove Its Viability At Lower Cost In Long Term - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/25/01/43223697/us-stock-futures-tumble-as-deepseek-buzz-jolts-big-tech-expert-says-the-ai-model-is-yet-to-prove-its-viability-at,20250127T114436,0.076407,Neutral,,0.999986,Bullish,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,META,-0.011625,Neutral,0.123052,0.99393,Bullish,0.682689,Bullish,0.333333,Somewhat-Bullish,0.310843,Somewhat-Bullish,0.158519,Somewhat-Bullish,,,,,,,,
"US Stock Futures Tumble As DeepSeek Buzz Jolts Big Tech: Expert Says The Chinese AI Model Is Yet To Prove Its Viability At Lower Cost In Long Term - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/25/01/43223697/us-stock-futures-tumble-as-deepseek-buzz-jolts-big-tech-expert-says-the-ai-model-is-yet-to-prove-its-viability-at,20250127T114436,0.076407,Neutral,,0.999986,Bullish,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,NVDA,-0.062416,Neutral,0.183662,0.99393,Bullish,0.682689,Bullish,0.333333,Somewhat-Bullish,0.310843,Somewhat-Bullish,0.158519,Somewhat-Bullish,,,,,,,,
"US Stock Futures Tumble As DeepSeek Buzz Jolts Big Tech: Expert Says The Chinese AI Model Is Yet To Prove Its Viability At Lower Cost In Long Term - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/25/01/43223697/us-stock-futures-tumble-as-deepseek-buzz-jolts-big-tech-expert-says-the-ai-model-is-yet-to-prove-its-viability-at,20250127T114436,0.076407,Neutral,,0.999986,Bullish,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,AAPL,-0.011625,Neutral,0.123052,0.99393,Bullish,0.682689,Bullish,0.333333,Somewhat-Bullish,0.310843,Somewhat-Bullish,0.158519,Somewhat-Bullish,,,,,,,,
"US Stock Futures Tumble As DeepSeek Buzz Jolts Big Tech: Expert Says The Chinese AI Model Is Yet To Prove Its Viability At Lower Cost In Long Term - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/25/01/43223697/us-stock-futures-tumble-as-deepseek-buzz-jolts-big-tech-expert-says-the-ai-model-is-yet-to-prove-its-viability-at,20250127T114436,0.076407,Neutral,,0.999986,Bullish,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,LGTY,0.158069,Somewhat-Bullish,0.06171,0.99393,Bullish,0.682689,Bullish,0.333333,Somewhat-Bullish,0.310843,Somewhat-Bullish,0.158519,Somewhat-Bullish,,,,,,,,
"US Stock Futures Tumble As DeepSeek Buzz Jolts Big Tech: Expert Says The Chinese AI Model Is Yet To Prove Its Viability At Lower Cost In Long Term - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/25/01/43223697/us-stock-futures-tumble-as-deepseek-buzz-jolts-big-tech-expert-says-the-ai-model-is-yet-to-prove-its-viability-at,20250127T114436,0.076407,Neutral,,0.999986,Bullish,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,SANM,0.081008,Neutral,0.06171,0.99393,Bullish,0.682689,Bullish,0.333333,Somewhat-Bullish,0.310843,Somewhat-Bullish,0.158519,Somewhat-Bullish,,,,,,,,
"US Stock Futures Tumble As DeepSeek Buzz Jolts Big Tech: Expert Says The Chinese AI Model Is Yet To Prove Its Viability At Lower Cost In Long Term - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/25/01/43223697/us-stock-futures-tumble-as-deepseek-buzz-jolts-big-tech-expert-says-the-ai-model-is-yet-to-prove-its-viability-at,20250127T114436,0.076407,Neutral,,0.999986,Bullish,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,IVZ,-0.03281,Neutral,0.030878,0.99393,Bullish,0.682689,Bullish,0.333333,Somewhat-Bullish,0.310843,Somewhat-Bullish,0.158519,Somewhat-Bullish,,,,,,,,
"US Stock Futures Tumble As DeepSeek Buzz Jolts Big Tech: Expert Says The Chinese AI Model Is Yet To Prove Its Viability At Lower Cost In Long Term - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/25/01/43223697/us-stock-futures-tumble-as-deepseek-buzz-jolts-big-tech-expert-says-the-ai-model-is-yet-to-prove-its-viability-at,20250127T114436,0.076407,Neutral,,0.999986,Bullish,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,TVGN,0.0,Neutral,0.06171,0.99393,Bullish,0.682689,Bullish,0.333333,Somewhat-Bullish,0.310843,Somewhat-Bullish,0.158519,Somewhat-Bullish,,,,,,,,
"US Stock Futures Tumble As DeepSeek Buzz Jolts Big Tech: Expert Says The Chinese AI Model Is Yet To Prove Its Viability At Lower Cost In Long Term - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/25/01/43223697/us-stock-futures-tumble-as-deepseek-buzz-jolts-big-tech-expert-says-the-ai-model-is-yet-to-prove-its-viability-at,20250127T114436,0.076407,Neutral,,0.999986,Bullish,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,MSFT,-0.010428,Neutral,0.15347,0.99393,Bullish,0.682689,Bullish,0.333333,Somewhat-Bullish,0.310843,Somewhat-Bullish,0.158519,Somewhat-Bullish,,,,,,,,
"US Stock Futures Tumble As DeepSeek Buzz Jolts Big Tech: Expert Says The Chinese AI Model Is Yet To Prove Its Viability At Lower Cost In Long Term - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/25/01/43223697/us-stock-futures-tumble-as-deepseek-buzz-jolts-big-tech-expert-says-the-ai-model-is-yet-to-prove-its-viability-at,20250127T114436,0.076407,Neutral,,0.999986,Bullish,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,TSLA,-0.052472,Neutral,0.183662,0.99393,Bullish,0.682689,Bullish,0.333333,Somewhat-Bullish,0.310843,Somewhat-Bullish,0.158519,Somewhat-Bullish,,,,,,,,
"US Stock Futures Tumble As DeepSeek Buzz Jolts Big Tech: Expert Says The Chinese AI Model Is Yet To Prove Its Viability At Lower Cost In Long Term - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/25/01/43223697/us-stock-futures-tumble-as-deepseek-buzz-jolts-big-tech-expert-says-the-ai-model-is-yet-to-prove-its-viability-at,20250127T114436,0.076407,Neutral,,0.999986,Bullish,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,T,0.057572,Neutral,0.030878,0.99393,Bullish,0.682689,Bullish,0.333333,Somewhat-Bullish,0.310843,Somewhat-Bullish,0.158519,Somewhat-Bullish,,,,,,,,
"US Stock Futures Tumble As DeepSeek Buzz Jolts Big Tech: Expert Says The Chinese AI Model Is Yet To Prove Its Viability At Lower Cost In Long Term - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/25/01/43223697/us-stock-futures-tumble-as-deepseek-buzz-jolts-big-tech-expert-says-the-ai-model-is-yet-to-prove-its-viability-at,20250127T114436,0.076407,Neutral,,0.999986,Bullish,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,HWH,-0.057002,Neutral,0.06171,0.99393,Bullish,0.682689,Bullish,0.333333,Somewhat-Bullish,0.310843,Somewhat-Bullish,0.158519,Somewhat-Bullish,,,,,,,,
"US Stock Futures Tumble As DeepSeek Buzz Jolts Big Tech: Expert Says The Chinese AI Model Is Yet To Prove Its Viability At Lower Cost In Long Term - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/25/01/43223697/us-stock-futures-tumble-as-deepseek-buzz-jolts-big-tech-expert-says-the-ai-model-is-yet-to-prove-its-viability-at,20250127T114436,0.076407,Neutral,,0.999986,Bullish,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,SPGI,0.032606,Neutral,0.030878,0.99393,Bullish,0.682689,Bullish,0.333333,Somewhat-Bullish,0.310843,Somewhat-Bullish,0.158519,Somewhat-Bullish,,,,,,,,
"US Stock Futures Tumble As DeepSeek Buzz Jolts Big Tech: Expert Says The Chinese AI Model Is Yet To Prove Its Viability At Lower Cost In Long Term - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/25/01/43223697/us-stock-futures-tumble-as-deepseek-buzz-jolts-big-tech-expert-says-the-ai-model-is-yet-to-prove-its-viability-at,20250127T114436,0.076407,Neutral,,0.999986,Bullish,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,BRO,0.062003,Neutral,0.06171,0.99393,Bullish,0.682689,Bullish,0.333333,Somewhat-Bullish,0.310843,Somewhat-Bullish,0.158519,Somewhat-Bullish,,,,,,,,
"US Stock Futures Tumble As DeepSeek Buzz Jolts Big Tech: Expert Says The Chinese AI Model Is Yet To Prove Its Viability At Lower Cost In Long Term - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/25/01/43223697/us-stock-futures-tumble-as-deepseek-buzz-jolts-big-tech-expert-says-the-ai-model-is-yet-to-prove-its-viability-at,20250127T114436,0.076407,Neutral,,0.999986,Bullish,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,NUE,0.075006,Neutral,0.06171,0.99393,Bullish,0.682689,Bullish,0.333333,Somewhat-Bullish,0.310843,Somewhat-Bullish,0.158519,Somewhat-Bullish,,,,,,,,
"US Stock Futures Tumble As DeepSeek Buzz Jolts Big Tech: Expert Says The Chinese AI Model Is Yet To Prove Its Viability At Lower Cost In Long Term - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/25/01/43223697/us-stock-futures-tumble-as-deepseek-buzz-jolts-big-tech-expert-says-the-ai-model-is-yet-to-prove-its-viability-at,20250127T114436,0.076407,Neutral,,0.999986,Bullish,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,FOREX:USD,0.088824,Neutral,0.030878,0.99393,Bullish,0.682689,Bullish,0.333333,Somewhat-Bullish,0.310843,Somewhat-Bullish,0.158519,Somewhat-Bullish,,,,,,,,
Should BNY Mellon US Large Cap Core Equity ETF  ( BKLC )  Be on Your Investing Radar?,https://www.zacks.com/stock/news/2403538/should-bny-mellon-us-large-cap-core-equity-etf-bklc-be-on-your-investing-radar,20250127T112007,0.193741,Somewhat-Bullish,,,,0.5,Bullish,0.5,Bullish,MSFT,0.070327,Neutral,0.130217,1.0,Bullish,,,,,,,,,,,,,,,,
Should BNY Mellon US Large Cap Core Equity ETF  ( BKLC )  Be on Your Investing Radar?,https://www.zacks.com/stock/news/2403538/should-bny-mellon-us-large-cap-core-equity-etf-bklc-be-on-your-investing-radar,20250127T112007,0.193741,Somewhat-Bullish,,,,0.5,Bullish,0.5,Bullish,NVDA,0.070327,Neutral,0.130217,1.0,Bullish,,,,,,,,,,,,,,,,
Should BNY Mellon US Large Cap Core Equity ETF  ( BKLC )  Be on Your Investing Radar?,https://www.zacks.com/stock/news/2403538/should-bny-mellon-us-large-cap-core-equity-etf-bklc-be-on-your-investing-radar,20250127T112007,0.193741,Somewhat-Bullish,,,,0.5,Bullish,0.5,Bullish,AAPL,0.070327,Neutral,0.130217,1.0,Bullish,,,,,,,,,,,,,,,,
"Augmented Reality and Virtual Reality Market to grow by USD 442.9 Billion  ( 2024-2028 ) , Rising Demand for AR and VR Tech Drives Growth, Report Highlights AI Impact - Technavio",https://www.benzinga.com/pressreleases/25/01/n43222677/augmented-reality-and-virtual-reality-market-to-grow-by-usd-442-9-billion-2024-2028-rising-demand-,20250127T104300,0.335183,Somewhat-Bullish,,,,0.5,Bullish,0.5,Bullish,LNVGF,0.044562,Neutral,0.024322,0.929393,Bullish,,,,,,,,,,,,,,,,
"Augmented Reality and Virtual Reality Market to grow by USD 442.9 Billion  ( 2024-2028 ) , Rising Demand for AR and VR Tech Drives Growth, Report Highlights AI Impact - Technavio",https://www.benzinga.com/pressreleases/25/01/n43222677/augmented-reality-and-virtual-reality-market-to-grow-by-usd-442-9-billion-2024-2028-rising-demand-,20250127T104300,0.335183,Somewhat-Bullish,,,,0.5,Bullish,0.5,Bullish,MSFT,0.107751,Neutral,0.097062,0.929393,Bullish,,,,,,,,,,,,,,,,
"Augmented Reality and Virtual Reality Market to grow by USD 442.9 Billion  ( 2024-2028 ) , Rising Demand for AR and VR Tech Drives Growth, Report Highlights AI Impact - Technavio",https://www.benzinga.com/pressreleases/25/01/n43222677/augmented-reality-and-virtual-reality-market-to-grow-by-usd-442-9-billion-2024-2028-rising-demand-,20250127T104300,0.335183,Somewhat-Bullish,,,,0.5,Bullish,0.5,Bullish,SSNLF,0.044562,Neutral,0.024322,0.929393,Bullish,,,,,,,,,,,,,,,,
"Augmented Reality and Virtual Reality Market to grow by USD 442.9 Billion  ( 2024-2028 ) , Rising Demand for AR and VR Tech Drives Growth, Report Highlights AI Impact - Technavio",https://www.benzinga.com/pressreleases/25/01/n43222677/augmented-reality-and-virtual-reality-market-to-grow-by-usd-442-9-billion-2024-2028-rising-demand-,20250127T104300,0.335183,Somewhat-Bullish,,,,0.5,Bullish,0.5,Bullish,GOOG,0.096203,Neutral,0.048621,0.929393,Bullish,,,,,,,,,,,,,,,,
"Augmented Reality and Virtual Reality Market to grow by USD 442.9 Billion  ( 2024-2028 ) , Rising Demand for AR and VR Tech Drives Growth, Report Highlights AI Impact - Technavio",https://www.benzinga.com/pressreleases/25/01/n43222677/augmented-reality-and-virtual-reality-market-to-grow-by-usd-442-9-billion-2024-2028-rising-demand-,20250127T104300,0.335183,Somewhat-Bullish,,,,0.5,Bullish,0.5,Bullish,AAPL,0.044562,Neutral,0.024322,0.929393,Bullish,,,,,,,,,,,,,,,,
"Augmented Reality and Virtual Reality Market to grow by USD 442.9 Billion  ( 2024-2028 ) , Rising Demand for AR and VR Tech Drives Growth, Report Highlights AI Impact - Technavio",https://www.benzinga.com/pressreleases/25/01/n43222677/augmented-reality-and-virtual-reality-market-to-grow-by-usd-442-9-billion-2024-2028-rising-demand-,20250127T104300,0.335183,Somewhat-Bullish,,,,0.5,Bullish,0.5,Bullish,VUZI,0.044562,Neutral,0.024322,0.929393,Bullish,,,,,,,,,,,,,,,,
